Degree,Major,Skill1,Skill2,Certification,ExperienceYears,ProjectCount,Internship,ExperienceLevel,JobRole
M.Tech,Electronics,Java,Data Analysis,Cybersecurity,9,9,Yes,Senior,Data Analyst
M.Tech,IT,Data Analysis,SQL,Data Analytics,2,8,Yes,Junior,Data Analyst
MCA,AI,Python,Deep Learning,Cybersecurity,10,0,Yes,Senior,Data Scientist
MBA,Business,C++,SQL,Azure,7,3,No,Senior,Data Analyst
BCA,Electronics,Deep Learning,Java,AI Specialist,7,3,Yes,Senior,ML Engineer
B.Tech,AI,C++,Java,Data Analytics,3,2,Yes,Mid,Data Analyst
BCA,IT,Machine Learning,Java,None,7,6,Yes,Senior,ML Engineer
MBA,Data Science,Cloud,C++,AI Specialist,4,0,Yes,Mid,Software Developer
BCA,AI,Java,Deep Learning,Cybersecurity,12,8,Yes,Expert,ML Engineer
MCA,Computer Science,Deep Learning,Data Analysis,AWS,10,7,No,Senior,ML Engineer
M.Tech,Data Science,Machine Learning,Cloud,AWS,4,1,Yes,Mid,ML Engineer
MBA,Data Science,Java,Machine Learning,Data Analytics,2,1,Yes,Junior,ML Engineer
MBA,IT,C++,Machine Learning,Data Analytics,14,7,Yes,Expert,ML Engineer
BCA,IT,C++,Data Analysis,Data Analytics,6,0,No,Senior,Data Analyst
MCA,Electronics,Data Analysis,SQL,AWS,10,6,Yes,Senior,Data Analyst
BCA,Electronics,SQL,Data Analysis,Cybersecurity,13,8,Yes,Expert,Data Analyst
BCA,Computer Science,SQL,SQL,Data Analytics,10,2,Yes,Senior,Data Analyst
MBA,Data Science,C++,Cloud,AWS,8,6,Yes,Senior,Cloud Engineer
BCA,Computer Science,C++,SQL,Data Analytics,8,5,No,Senior,Data Analyst
M.Tech,Computer Science,Python,Deep Learning,Data Analytics,0,6,Yes,Fresher,ML Engineer
BCA,IT,Data Analysis,Python,AI Specialist,0,6,No,Fresher,Data Analyst
M.Tech,Computer Science,Cloud,SQL,Data Analytics,9,9,No,Senior,Data Analyst
MBA,Computer Science,Python,Java,AWS,11,0,No,Expert,Software Developer
MCA,AI,Cloud,SQL,Cybersecurity,11,2,Yes,Expert,Data Analyst
M.Tech,Electronics,Machine Learning,Java,AWS,10,9,Yes,Senior,ML Engineer
MCA,Electronics,SQL,C++,AWS,14,0,Yes,Expert,Data Analyst
MCA,Data Science,SQL,Python,Data Analytics,4,4,Yes,Mid,Data Scientist
M.Tech,Electronics,Data Analysis,Python,AI Specialist,0,2,No,Fresher,Data Analyst
MBA,Business,C++,Cloud,GCP,3,0,No,Mid,Cloud Engineer
B.Tech,Data Science,C++,Deep Learning,None,11,1,Yes,Expert,ML Engineer
MCA,AI,Machine Learning,Data Analysis,GCP,0,9,Yes,Fresher,ML Engineer
MCA,Electronics,Deep Learning,Deep Learning,GCP,14,4,Yes,Expert,ML Engineer
MBA,AI,Deep Learning,Machine Learning,AWS,1,2,Yes,Junior,ML Engineer
MBA,Electronics,Data Analysis,C++,Data Analytics,1,5,No,Junior,Data Analyst
BCA,Electronics,Deep Learning,Cloud,None,3,8,Yes,Mid,ML Engineer
MBA,AI,SQL,Deep Learning,GCP,7,5,Yes,Senior,ML Engineer
MCA,Computer Science,Python,Java,Azure,1,1,Yes,Junior,Software Developer
M.Tech,Computer Science,Deep Learning,C++,Azure,13,1,No,Expert,ML Engineer
B.Tech,Computer Science,Java,Python,Azure,8,7,Yes,Senior,Software Developer
BCA,Business,Data Analysis,Data Analysis,Cybersecurity,14,7,No,Expert,Data Analyst
M.Tech,Computer Science,Machine Learning,Data Analysis,Data Analytics,11,5,No,Expert,ML Engineer
B.Tech,Electronics,Deep Learning,Java,AWS,8,9,Yes,Senior,ML Engineer
B.Tech,IT,Java,Cloud,AWS,1,6,Yes,Junior,Software Developer
B.Tech,AI,Deep Learning,Cloud,Data Analytics,0,0,Yes,Fresher,ML Engineer
M.Tech,IT,Python,C++,AI Specialist,9,8,Yes,Senior,Data Analyst
BCA,Business,Python,Python,None,14,4,No,Expert,Business Analyst
BCA,IT,Deep Learning,Deep Learning,AI Specialist,9,8,Yes,Senior,ML Engineer
B.Tech,Data Science,Data Analysis,Java,Cybersecurity,8,1,Yes,Senior,Data Analyst
M.Tech,Computer Science,Data Analysis,Java,Data Analytics,14,7,Yes,Expert,Software Developer
B.Tech,Business,Java,Python,AI Specialist,1,6,Yes,Junior,Business Analyst
MBA,Electronics,Machine Learning,Java,None,7,3,Yes,Senior,ML Engineer
BCA,Computer Science,Java,Data Analysis,Cybersecurity,13,2,Yes,Expert,Software Developer
MCA,Computer Science,Machine Learning,Deep Learning,GCP,2,3,Yes,Junior,ML Engineer
B.Tech,IT,Deep Learning,Deep Learning,GCP,0,3,Yes,Fresher,ML Engineer
MBA,Data Science,Machine Learning,Deep Learning,Cybersecurity,10,9,Yes,Senior,ML Engineer
BCA,Computer Science,C++,Python,Data Analytics,0,9,Yes,Fresher,AI Engineer
M.Tech,AI,SQL,SQL,GCP,9,7,Yes,Senior,Data Analyst
BCA,AI,Cloud,SQL,Data Analytics,1,3,No,Junior,Data Analyst
M.Tech,Computer Science,SQL,Cloud,AI Specialist,6,4,Yes,Senior,Data Analyst
M.Tech,IT,Python,Cloud,GCP,11,1,Yes,Expert,Cloud Engineer
B.Tech,IT,C++,Data Analysis,None,5,3,Yes,Mid,Data Analyst
B.Tech,Electronics,SQL,Java,None,11,6,Yes,Expert,Data Analyst
BCA,Business,Deep Learning,Deep Learning,AI Specialist,10,2,Yes,Senior,ML Engineer
MBA,Business,Machine Learning,Java,None,1,0,No,Junior,ML Engineer
BCA,Business,Machine Learning,Python,Data Analytics,3,7,Yes,Mid,ML Engineer
MCA,Data Science,Java,Java,Data Analytics,1,7,Yes,Junior,AI Engineer
M.Tech,IT,Java,Machine Learning,None,0,5,Yes,Fresher,ML Engineer
M.Tech,Electronics,Data Analysis,SQL,Azure,11,6,Yes,Expert,Data Analyst
B.Tech,AI,Machine Learning,Java,Cybersecurity,2,9,Yes,Junior,ML Engineer
MBA,Business,Data Analysis,Java,AWS,14,1,Yes,Expert,Data Analyst
B.Tech,AI,Deep Learning,C++,Cybersecurity,3,4,No,Mid,ML Engineer
MCA,AI,Machine Learning,Data Analysis,None,9,6,Yes,Senior,ML Engineer
BCA,Computer Science,Java,Java,Data Analytics,4,8,Yes,Mid,Software Developer
BCA,Data Science,SQL,Machine Learning,Data Analytics,4,0,No,Mid,ML Engineer
MBA,Electronics,Data Analysis,SQL,Cybersecurity,14,2,No,Expert,Data Analyst
B.Tech,Data Science,Data Analysis,C++,Data Analytics,6,5,No,Senior,Data Analyst
B.Tech,Computer Science,Python,Data Analysis,AI Specialist,13,6,Yes,Expert,Data Analyst
MCA,Electronics,Java,Python,GCP,14,5,Yes,Expert,Security Analyst
BCA,Electronics,Deep Learning,Cloud,Data Analytics,9,0,No,Senior,ML Engineer
B.Tech,IT,Data Analysis,Python,None,7,3,Yes,Senior,Data Analyst
MBA,Data Science,SQL,SQL,None,8,5,Yes,Senior,Data Analyst
BCA,Data Science,SQL,Cloud,Cybersecurity,11,7,No,Expert,Data Analyst
MCA,IT,SQL,Python,Cybersecurity,6,9,Yes,Senior,Data Analyst
MBA,AI,C++,Data Analysis,Cybersecurity,4,3,No,Mid,Data Analyst
M.Tech,Computer Science,C++,Machine Learning,None,8,6,No,Senior,ML Engineer
MCA,Data Science,Cloud,Java,Azure,7,2,No,Senior,Cloud Engineer
MBA,IT,SQL,SQL,None,9,7,Yes,Senior,Data Analyst
B.Tech,Electronics,Data Analysis,Cloud,AI Specialist,8,0,Yes,Senior,Data Analyst
M.Tech,Business,Deep Learning,C++,None,9,3,No,Senior,ML Engineer
MCA,IT,Machine Learning,Java,AI Specialist,7,7,No,Senior,ML Engineer
B.Tech,Business,Deep Learning,Python,None,5,9,Yes,Mid,ML Engineer
M.Tech,AI,C++,Python,None,3,3,Yes,Mid,Data Scientist
BCA,Computer Science,Java,C++,Azure,8,1,No,Senior,Software Developer
B.Tech,Business,Data Analysis,Machine Learning,AI Specialist,11,1,Yes,Expert,ML Engineer
MBA,AI,Cloud,Data Analysis,Azure,8,3,Yes,Senior,Data Analyst
MCA,Business,C++,Data Analysis,AI Specialist,9,3,Yes,Senior,Data Analyst
M.Tech,Electronics,Machine Learning,C++,Azure,9,1,Yes,Senior,ML Engineer
B.Tech,Electronics,Python,SQL,Azure,8,6,No,Senior,Data Analyst
BCA,Electronics,Cloud,C++,AI Specialist,13,5,Yes,Expert,Security Analyst
MCA,Electronics,C++,Python,Azure,9,2,Yes,Senior,Security Analyst
MCA,IT,Deep Learning,Machine Learning,None,2,7,Yes,Junior,ML Engineer
B.Tech,Electronics,Cloud,Machine Learning,AI Specialist,10,7,Yes,Senior,ML Engineer
BCA,Electronics,Data Analysis,Deep Learning,Azure,11,0,Yes,Expert,ML Engineer
M.Tech,IT,Deep Learning,C++,None,14,2,No,Expert,ML Engineer
B.Tech,Electronics,SQL,SQL,None,2,4,Yes,Junior,Data Analyst
M.Tech,AI,SQL,Python,Cybersecurity,10,1,Yes,Senior,Data Scientist
MCA,AI,SQL,Java,AWS,5,4,Yes,Mid,Data Analyst
M.Tech,Data Science,Cloud,Data Analysis,AI Specialist,5,9,Yes,Mid,Data Analyst
BCA,AI,Python,Data Analysis,Azure,14,2,Yes,Expert,Data Scientist
MBA,Computer Science,Machine Learning,Data Analysis,Cybersecurity,12,8,Yes,Expert,ML Engineer
BCA,Computer Science,Data Analysis,Machine Learning,AWS,14,0,Yes,Expert,ML Engineer
M.Tech,Computer Science,Cloud,Data Analysis,Azure,12,3,Yes,Expert,Data Analyst
B.Tech,IT,Java,C++,AWS,5,9,Yes,Mid,Software Developer
MCA,AI,Data Analysis,Deep Learning,AI Specialist,4,5,No,Mid,ML Engineer
MBA,Computer Science,Deep Learning,SQL,None,13,8,No,Expert,ML Engineer
B.Tech,Data Science,Deep Learning,SQL,None,4,2,Yes,Mid,ML Engineer
B.Tech,IT,Cloud,Cloud,AWS,1,2,Yes,Junior,Cloud Engineer
BCA,Data Science,Cloud,Data Analysis,None,13,4,No,Expert,Data Analyst
M.Tech,AI,Machine Learning,Python,GCP,6,6,Yes,Senior,Data Scientist
BCA,Electronics,Python,Machine Learning,Data Analytics,11,4,No,Expert,ML Engineer
M.Tech,Data Science,Cloud,Python,None,3,7,Yes,Mid,Data Scientist
BCA,Electronics,SQL,Data Analysis,GCP,13,4,Yes,Expert,Data Analyst
B.Tech,IT,Machine Learning,Deep Learning,AI Specialist,2,6,No,Junior,ML Engineer
MCA,Data Science,Java,Java,AI Specialist,7,5,Yes,Senior,Data Analyst
M.Tech,Data Science,SQL,Data Analysis,AWS,3,9,Yes,Mid,Data Analyst
MBA,Business,Java,Java,None,14,1,No,Expert,Business Analyst
MBA,IT,C++,Java,None,10,2,No,Senior,Software Developer
B.Tech,IT,Java,SQL,None,3,3,Yes,Mid,Software Developer
BCA,Computer Science,SQL,Machine Learning,Cybersecurity,7,4,Yes,Senior,ML Engineer
BCA,AI,C++,Data Analysis,Azure,0,8,Yes,Fresher,Data Analyst
B.Tech,Data Science,SQL,Python,Data Analytics,8,5,No,Senior,Data Scientist
MBA,Data Science,Deep Learning,Python,None,13,0,No,Expert,Data Scientist
MBA,IT,SQL,Deep Learning,Azure,6,2,No,Senior,ML Engineer
BCA,IT,C++,Java,Cybersecurity,14,6,No,Expert,Software Developer
M.Tech,AI,Java,Machine Learning,AI Specialist,11,7,Yes,Expert,ML Engineer
MCA,IT,Deep Learning,Machine Learning,Data Analytics,1,6,No,Junior,ML Engineer
M.Tech,Electronics,Python,Deep Learning,GCP,10,4,No,Senior,ML Engineer
MBA,Electronics,Python,C++,AI Specialist,11,9,No,Expert,Security Analyst
M.Tech,Business,Data Analysis,Machine Learning,AI Specialist,5,7,Yes,Mid,ML Engineer
MCA,Electronics,Python,Machine Learning,AWS,7,8,No,Senior,ML Engineer
M.Tech,Electronics,Python,Python,Cybersecurity,10,6,Yes,Senior,Security Analyst
M.Tech,AI,Machine Learning,Deep Learning,AWS,4,8,Yes,Mid,ML Engineer
M.Tech,Data Science,Python,Data Analysis,AWS,5,0,Yes,Mid,Data Scientist
M.Tech,Electronics,C++,Machine Learning,Azure,11,8,Yes,Expert,ML Engineer
B.Tech,Business,Cloud,Machine Learning,AI Specialist,9,2,Yes,Senior,ML Engineer
MBA,IT,Python,Python,Cybersecurity,7,5,No,Senior,Security Analyst
MCA,Electronics,SQL,Data Analysis,AWS,12,7,Yes,Expert,Data Analyst
MBA,Business,Cloud,Data Analysis,GCP,5,2,Yes,Mid,Data Analyst
B.Tech,AI,Python,Machine Learning,Data Analytics,11,3,Yes,Expert,Data Scientist
B.Tech,IT,Cloud,Python,None,8,6,No,Senior,Data Analyst
B.Tech,Business,Java,C++,Cybersecurity,14,6,Yes,Expert,Security Analyst
B.Tech,Electronics,C++,SQL,Azure,11,3,Yes,Expert,Data Analyst
M.Tech,Data Science,C++,Cloud,Cybersecurity,8,8,Yes,Senior,Security Analyst
MBA,IT,Data Analysis,Python,AI Specialist,8,2,Yes,Senior,Data Analyst
BCA,IT,Cloud,Python,Azure,5,7,No,Mid,Cloud Engineer
MCA,Data Science,Data Analysis,Machine Learning,Data Analytics,11,7,No,Expert,ML Engineer
B.Tech,IT,Deep Learning,Python,GCP,14,3,No,Expert,ML Engineer
MBA,Electronics,Machine Learning,Deep Learning,AWS,11,6,Yes,Expert,ML Engineer
B.Tech,IT,SQL,Java,Cybersecurity,8,3,Yes,Senior,Software Developer
B.Tech,Electronics,Cloud,Java,Azure,2,0,Yes,Junior,Cloud Engineer
B.Tech,Data Science,C++,C++,Data Analytics,4,0,Yes,Mid,AI Engineer
B.Tech,Computer Science,Data Analysis,Data Analysis,AWS,1,0,Yes,Junior,Data Analyst
B.Tech,Data Science,Java,Python,None,11,1,Yes,Expert,Data Scientist
MCA,Electronics,Python,Data Analysis,Data Analytics,12,5,Yes,Expert,Data Analyst
MBA,AI,C++,Deep Learning,GCP,12,9,No,Expert,ML Engineer
B.Tech,Data Science,Java,Machine Learning,AWS,7,4,No,Senior,ML Engineer
B.Tech,AI,Python,Machine Learning,AWS,10,1,Yes,Senior,Data Scientist
B.Tech,AI,Machine Learning,Cloud,None,12,7,Yes,Expert,ML Engineer
B.Tech,Electronics,C++,SQL,AWS,3,8,No,Mid,Data Analyst
M.Tech,Electronics,Data Analysis,C++,Azure,5,6,Yes,Mid,Data Analyst
M.Tech,Computer Science,C++,Deep Learning,AWS,5,8,No,Mid,ML Engineer
BCA,Business,Cloud,Data Analysis,Data Analytics,4,3,Yes,Mid,Data Analyst
B.Tech,IT,Cloud,Deep Learning,Azure,11,6,No,Expert,ML Engineer
BCA,Data Science,Java,Cloud,AWS,11,4,No,Expert,Cloud Engineer
MCA,Electronics,Data Analysis,Cloud,Data Analytics,0,4,Yes,Fresher,Data Analyst
BCA,Data Science,Deep Learning,Machine Learning,Data Analytics,10,2,Yes,Senior,ML Engineer
MBA,Business,Cloud,Data Analysis,Cybersecurity,6,8,Yes,Senior,Data Analyst
M.Tech,Business,SQL,SQL,Data Analytics,9,9,No,Senior,Data Analyst
M.Tech,AI,Machine Learning,Machine Learning,None,14,4,Yes,Expert,ML Engineer
B.Tech,IT,SQL,SQL,AI Specialist,7,5,Yes,Senior,Data Analyst
B.Tech,Computer Science,C++,Java,GCP,0,2,Yes,Fresher,Software Developer
MCA,Data Science,SQL,Deep Learning,AWS,9,9,No,Senior,ML Engineer
MCA,IT,Python,Cloud,None,6,6,No,Senior,Data Analyst
MBA,Computer Science,Machine Learning,Java,AWS,3,8,Yes,Mid,ML Engineer
B.Tech,Data Science,SQL,Data Analysis,AWS,5,8,Yes,Mid,Data Analyst
B.Tech,IT,Python,Machine Learning,Data Analytics,8,9,Yes,Senior,ML Engineer
MCA,Electronics,Java,C++,Data Analytics,14,9,Yes,Expert,Security Analyst
MCA,Data Science,SQL,Python,AWS,4,4,Yes,Mid,Data Scientist
MCA,IT,Machine Learning,C++,AI Specialist,7,6,Yes,Senior,ML Engineer
M.Tech,Business,Python,C++,Azure,4,2,No,Mid,Business Analyst
BCA,Computer Science,SQL,Python,Azure,1,5,Yes,Junior,Data Analyst
BCA,IT,Java,Deep Learning,GCP,3,7,No,Mid,ML Engineer
B.Tech,Electronics,SQL,Java,Cybersecurity,13,7,Yes,Expert,Data Analyst
M.Tech,Data Science,Python,Java,None,1,1,Yes,Junior,Data Scientist
MCA,Data Science,SQL,Deep Learning,GCP,6,5,Yes,Senior,ML Engineer
B.Tech,Data Science,Machine Learning,Python,AWS,6,6,Yes,Senior,Data Scientist
M.Tech,Electronics,C++,SQL,None,13,6,Yes,Expert,Data Analyst
MBA,Computer Science,Data Analysis,C++,AWS,14,2,No,Expert,Data Analyst
M.Tech,Data Science,Data Analysis,Machine Learning,AWS,2,8,Yes,Junior,ML Engineer
B.Tech,Computer Science,Python,Java,Cybersecurity,13,1,Yes,Expert,Software Developer
BCA,IT,Python,Deep Learning,Data Analytics,12,2,No,Expert,ML Engineer
MCA,Business,Python,Machine Learning,Cybersecurity,6,1,Yes,Senior,ML Engineer
MBA,Business,Python,Cloud,GCP,14,8,Yes,Expert,Cloud Engineer
M.Tech,Computer Science,SQL,Python,Data Analytics,0,3,Yes,Fresher,Data Analyst
B.Tech,Computer Science,Machine Learning,Machine Learning,Data Analytics,0,1,No,Fresher,ML Engineer
B.Tech,Business,Data Analysis,Data Analysis,GCP,8,2,No,Senior,Data Analyst
MCA,Data Science,Java,Machine Learning,Data Analytics,5,3,Yes,Mid,ML Engineer
B.Tech,AI,Data Analysis,Data Analysis,None,12,9,Yes,Expert,Data Analyst
B.Tech,AI,Machine Learning,C++,Azure,13,5,No,Expert,ML Engineer
MCA,Electronics,Python,Python,GCP,11,4,No,Expert,Security Analyst
MBA,Business,Deep Learning,Machine Learning,GCP,4,2,Yes,Mid,ML Engineer
BCA,Business,SQL,Java,Azure,12,9,No,Expert,Data Analyst
BCA,Electronics,Deep Learning,Python,Cybersecurity,5,7,Yes,Mid,ML Engineer
M.Tech,AI,SQL,Java,Cybersecurity,5,7,Yes,Mid,Data Analyst
MBA,IT,Python,Deep Learning,Cybersecurity,0,6,Yes,Fresher,ML Engineer
M.Tech,Data Science,SQL,Deep Learning,Data Analytics,4,2,Yes,Mid,ML Engineer
BCA,Data Science,Python,Cloud,Azure,8,0,Yes,Senior,Data Scientist
MCA,IT,Machine Learning,SQL,None,3,4,No,Mid,ML Engineer
B.Tech,IT,Cloud,Deep Learning,GCP,2,0,Yes,Junior,ML Engineer
BCA,AI,C++,Machine Learning,GCP,0,5,Yes,Fresher,ML Engineer
MBA,Electronics,SQL,Python,GCP,13,6,Yes,Expert,Data Analyst
BCA,IT,Python,Deep Learning,Data Analytics,14,4,No,Expert,ML Engineer
MBA,Electronics,Deep Learning,Java,Data Analytics,1,3,No,Junior,ML Engineer
MBA,Computer Science,Python,Machine Learning,AI Specialist,2,1,Yes,Junior,ML Engineer
MBA,Data Science,Deep Learning,Deep Learning,None,3,4,Yes,Mid,ML Engineer
M.Tech,AI,Data Analysis,Data Analysis,Cybersecurity,6,8,Yes,Senior,Data Analyst
MCA,Data Science,SQL,Data Analysis,AI Specialist,5,3,Yes,Mid,Data Analyst
BCA,AI,Java,C++,AI Specialist,10,1,Yes,Senior,Data Analyst
MCA,Computer Science,Deep Learning,Java,Data Analytics,7,5,Yes,Senior,ML Engineer
B.Tech,Data Science,Python,Cloud,Cybersecurity,13,7,No,Expert,Data Scientist
BCA,Computer Science,SQL,Cloud,Cybersecurity,8,1,Yes,Senior,Data Analyst
MCA,AI,Python,Cloud,GCP,14,8,Yes,Expert,Data Scientist
MCA,IT,Java,Java,Data Analytics,5,6,Yes,Mid,Software Developer
B.Tech,Data Science,C++,Cloud,Cybersecurity,6,1,Yes,Senior,Security Analyst
MBA,Computer Science,Cloud,SQL,AI Specialist,3,4,Yes,Mid,Data Analyst
BCA,Business,Cloud,C++,Azure,1,4,Yes,Junior,Cloud Engineer
BCA,Data Science,Java,SQL,Azure,8,6,No,Senior,Data Analyst
B.Tech,Data Science,Machine Learning,Data Analysis,Data Analytics,8,4,Yes,Senior,ML Engineer
MBA,Data Science,SQL,Deep Learning,GCP,14,5,Yes,Expert,ML Engineer
BCA,Electronics,Java,C++,GCP,3,8,Yes,Mid,Security Analyst
BCA,Computer Science,C++,Java,Cybersecurity,11,2,No,Expert,Software Developer
BCA,Computer Science,Python,SQL,None,2,2,Yes,Junior,Data Analyst
MBA,Data Science,SQL,Machine Learning,Data Analytics,9,7,No,Senior,ML Engineer
B.Tech,IT,Data Analysis,C++,None,13,9,Yes,Expert,Data Analyst
BCA,Data Science,Deep Learning,Java,Azure,10,5,Yes,Senior,ML Engineer
MCA,Electronics,Java,Python,AI Specialist,5,9,No,Mid,Security Analyst
MBA,AI,Data Analysis,C++,Cybersecurity,13,2,Yes,Expert,Data Analyst
M.Tech,Electronics,Data Analysis,C++,AI Specialist,13,1,Yes,Expert,Data Analyst
B.Tech,IT,C++,Deep Learning,None,2,1,Yes,Junior,ML Engineer
MCA,Data Science,Data Analysis,Machine Learning,Cybersecurity,0,1,No,Fresher,ML Engineer
BCA,Computer Science,Java,Deep Learning,AWS,3,4,Yes,Mid,ML Engineer
M.Tech,Business,Machine Learning,Cloud,AI Specialist,0,4,Yes,Fresher,ML Engineer
B.Tech,Data Science,Cloud,C++,Data Analytics,1,0,Yes,Junior,Data Analyst
MBA,IT,Cloud,Data Analysis,AI Specialist,2,1,Yes,Junior,Data Analyst
M.Tech,Computer Science,SQL,C++,AI Specialist,7,1,Yes,Senior,Data Analyst
M.Tech,Electronics,Python,Cloud,Cybersecurity,9,3,Yes,Senior,Security Analyst
MCA,AI,C++,Machine Learning,Azure,3,6,Yes,Mid,ML Engineer
B.Tech,AI,Java,Machine Learning,None,3,2,Yes,Mid,ML Engineer
MCA,Data Science,SQL,Data Analysis,AWS,12,4,Yes,Expert,Data Analyst
MCA,Electronics,Java,Data Analysis,AI Specialist,9,8,Yes,Senior,Data Analyst
BCA,Business,SQL,SQL,None,8,4,Yes,Senior,Data Analyst
MBA,Business,Cloud,Java,None,6,8,No,Senior,Business Analyst
M.Tech,IT,Data Analysis,Java,Azure,1,0,No,Junior,Software Developer
B.Tech,AI,Machine Learning,SQL,GCP,2,8,Yes,Junior,ML Engineer
MBA,Electronics,Java,Java,AWS,3,4,No,Mid,Security Analyst
MBA,Data Science,Machine Learning,C++,AWS,3,7,No,Mid,ML Engineer
B.Tech,Computer Science,Deep Learning,SQL,None,9,4,Yes,Senior,ML Engineer
MBA,Data Science,Deep Learning,SQL,Cybersecurity,7,5,Yes,Senior,ML Engineer
BCA,Data Science,Data Analysis,Java,AI Specialist,9,7,Yes,Senior,Data Analyst
MBA,Electronics,Cloud,Python,GCP,13,1,No,Expert,Cloud Engineer
BCA,AI,C++,Data Analysis,Cybersecurity,9,2,Yes,Senior,Data Analyst
M.Tech,Electronics,Machine Learning,Java,Data Analytics,5,8,Yes,Mid,ML Engineer
M.Tech,Computer Science,SQL,Deep Learning,Azure,2,4,Yes,Junior,ML Engineer
MCA,Electronics,C++,Python,Azure,10,4,No,Senior,Security Analyst
BCA,IT,Java,SQL,Cybersecurity,8,8,Yes,Senior,Software Developer
M.Tech,Data Science,Java,Python,None,9,9,No,Senior,Data Scientist
MBA,AI,SQL,C++,Azure,7,2,No,Senior,Data Analyst
B.Tech,Business,Python,Machine Learning,AI Specialist,8,3,Yes,Senior,ML Engineer
B.Tech,Computer Science,Data Analysis,Python,Azure,14,6,Yes,Expert,Data Analyst
BCA,Business,Python,Deep Learning,AI Specialist,4,1,Yes,Mid,ML Engineer
MCA,Data Science,Data Analysis,Machine Learning,Data Analytics,2,7,No,Junior,ML Engineer
MBA,Electronics,Java,C++,GCP,3,4,No,Mid,Security Analyst
BCA,Business,Data Analysis,Deep Learning,AWS,13,0,No,Expert,ML Engineer
B.Tech,IT,Cloud,Cloud,Cybersecurity,12,2,Yes,Expert,Security Analyst
BCA,Electronics,Cloud,Machine Learning,Cybersecurity,11,8,Yes,Expert,ML Engineer
MBA,Data Science,SQL,Cloud,AI Specialist,4,4,Yes,Mid,Data Analyst
M.Tech,Business,Python,C++,Data Analytics,8,7,Yes,Senior,Business Analyst
MBA,Computer Science,Machine Learning,Machine Learning,Data Analytics,8,0,No,Senior,ML Engineer
M.Tech,Business,Java,Machine Learning,None,13,6,Yes,Expert,ML Engineer
M.Tech,Business,Deep Learning,Java,AWS,2,6,Yes,Junior,ML Engineer
M.Tech,AI,Machine Learning,Deep Learning,GCP,6,7,Yes,Senior,ML Engineer
BCA,Business,SQL,Data Analysis,Cybersecurity,5,2,Yes,Mid,Data Analyst
B.Tech,Data Science,Deep Learning,Deep Learning,AI Specialist,14,0,Yes,Expert,ML Engineer
BCA,Computer Science,Machine Learning,Python,Data Analytics,3,8,Yes,Mid,ML Engineer
B.Tech,Data Science,Python,Cloud,Cybersecurity,4,0,No,Mid,Data Scientist
MBA,IT,Data Analysis,Cloud,AI Specialist,13,5,Yes,Expert,Data Analyst
MCA,Electronics,Cloud,Deep Learning,Azure,14,8,Yes,Expert,ML Engineer
MBA,Business,Python,Deep Learning,Cybersecurity,9,1,Yes,Senior,ML Engineer
BCA,AI,Deep Learning,Machine Learning,GCP,1,3,No,Junior,ML Engineer
BCA,Computer Science,Data Analysis,Cloud,AI Specialist,10,1,Yes,Senior,Data Analyst
B.Tech,AI,Data Analysis,SQL,GCP,6,3,No,Senior,Data Analyst
BCA,AI,Data Analysis,Data Analysis,Cybersecurity,13,1,Yes,Expert,Data Analyst
M.Tech,AI,C++,Java,Azure,3,0,Yes,Mid,Software Developer
BCA,Business,Cloud,Data Analysis,GCP,1,2,Yes,Junior,Data Analyst
B.Tech,Computer Science,Java,Python,Data Analytics,10,7,Yes,Senior,Software Developer
B.Tech,Computer Science,Deep Learning,Data Analysis,AI Specialist,5,4,No,Mid,ML Engineer
M.Tech,AI,SQL,Java,Cybersecurity,10,3,Yes,Senior,Data Analyst
B.Tech,Electronics,Java,Python,Azure,11,4,Yes,Expert,Security Analyst
MCA,Business,Machine Learning,C++,Data Analytics,1,5,Yes,Junior,ML Engineer
MBA,Business,Cloud,Machine Learning,Cybersecurity,9,5,No,Senior,ML Engineer
BCA,Data Science,SQL,Deep Learning,None,1,4,No,Junior,ML Engineer
MCA,Business,SQL,Deep Learning,Azure,6,5,Yes,Senior,ML Engineer
BCA,AI,Python,SQL,Data Analytics,0,8,Yes,Fresher,Data Scientist
MCA,IT,Machine Learning,Data Analysis,GCP,6,4,No,Senior,ML Engineer
BCA,AI,Python,Cloud,Cybersecurity,9,5,No,Senior,Data Scientist
M.Tech,Computer Science,Python,Cloud,Cybersecurity,4,3,Yes,Mid,Security Analyst
B.Tech,Business,Data Analysis,Java,GCP,0,2,Yes,Fresher,Data Analyst
B.Tech,Business,Cloud,Java,None,5,5,No,Mid,Business Analyst
M.Tech,Data Science,C++,Java,AWS,6,4,Yes,Senior,Software Developer
MCA,IT,Python,Cloud,Data Analytics,0,3,Yes,Fresher,Data Analyst
MBA,Business,Java,Deep Learning,GCP,8,4,No,Senior,ML Engineer
MCA,Data Science,SQL,Cloud,Cybersecurity,14,6,Yes,Expert,Data Analyst
B.Tech,Data Science,Cloud,Java,Data Analytics,6,0,No,Senior,AI Engineer
MBA,IT,Python,Machine Learning,None,0,0,Yes,Fresher,ML Engineer
BCA,AI,Deep Learning,Python,Data Analytics,2,0,No,Junior,Data Scientist
MBA,AI,Java,Deep Learning,AWS,4,1,Yes,Mid,ML Engineer
MCA,AI,Machine Learning,Machine Learning,Cybersecurity,3,8,No,Mid,ML Engineer
